1010114010200000000	草皮	9%
1010114010300000000	草坪	9%
1010114990000000000	其他盆景及园艺产品	9%
1010115010100000000	苹果	9%
1010115010200000000	梨	9%
1010115010300000000	柑橘类水果	9%
1010115010400000000	葡萄	9%
1010115010500000000	香蕉	9%
1010115010600000000	菠萝	9%
1010115010700000000	龙眼	9%
1010115010800000000	荔枝	9%
1010115010900000000	枇杷	9%
1010115011000000000	红毛丹	9%
1010115011100000000	芒果	9%
1010115011200000000	橄榄	9%
1010115011300000000	无花果	9%
1010115011400000000	鳄梨	9%
1010115011500000000	番石榴	9%
1010115011600000000	山竹果	9%
1010115011700000000	杨桃	9%
1010115011800000000	莲雾	9%
1010115011900000000	火龙果	9%
1010115012000000000	西瓜	9%
1010115012100000000	哈密瓜	9%
1010115012200000000	华莱士瓜	9%
1010115012300000000	香瓜	9%
1010115012400000000	伊利沙白瓜	9%
1010115012500000000	木瓜	9%
1010115012600000000	樱桃	9%
1010115012700000000	枣	9%
1010115012800000000	红果	9%
1010115012900000000	柿子	9%
1010115013000000000	桃	9%
1010115013100000000	李子	9%
1010115013200000000	石榴	9%
1010115013300000000	杏	9%
1010115013400000000	杨梅	9%
1010115013500000000	草莓	9%
1010115013600000000	黑莓	9%
1010115013700000000	桑椹	9%
1010115013800000000	猕猴桃	9%
1010115013900000000	沙棘	9%
1010115019900000000	其他未列明水果	9%
1010115020000000000	干制水果	9%
1010115030100000000	椰子	9%
1010115030200000000	腰果	9%
1010115030300000000	核桃	9%
1010115030400000000	山核桃	9%
1010115030500000000	栗子	9%
1010115030600000000	松子	9%
1010115030700000000	榛子	9%
1010115030800000000	阿月浑子果（开心果）	9%
1010115030900000000	槟榔	9%
1010115031000000000	白果	9%
1010115031100000000	香榧	9%
1010115031200000000	巴旦杏	9%
1010115031300000000	夏威夷果	9%
1010115039900000000	其他食用坚果	9%
1010116010000000000	茶叶	9%
1010116020000000000	饮料原料	9%
1010116990000000000	其他未列明饮料原料	9%
1010117000000000000	香料原料	9%
1010118000000000000	中草药材	9%
1010119010000000000	种用谷物	9%
1010119020000000000	种用薯类	9%
1010119030000000000	种用油料	9%
1010119040000000000	种用豆类	9%
1010119050000000000	种用饲料作物	9%
1010119060000000000	蔬菜籽	9%
1010119070000000000	花草种	9%
1010119080000000000	水果籽	9%
1010119990000000000	其他种子、种苗	9%
1010201000000000000	育种和育苗	9%
1010202010000000000	原木	9%
1010202020000000000	小规格木材	13%、9%
1010202030000000000	薪材	9%
1010202040000000000	短条及细枝等	9%
1010202990000000000	其他木材采伐产品	13%、9%
1010203010000000000	原竹	9%
1010203990000000000	其他竹材采伐产品	13%、9%
1010204010000000000	天然橡胶	9%
1010204020000000000	天然树脂、树胶	9%
1010204030000000000	栲胶原料	9%
1010204040000000000	非直接食用果类	9%
1010204050000000000	编结用原料	9%
1010204060000000000	染色、鞣革用植物原料	9%
1010204070000000000	野生植物活体	9%
1010204080000000000	野生植物采集产品	9%
1010204990000000000	其他林产品	9%
1010301010000000000	猪	9%
1010301020000000000	牛	9%
1010301030000000000	马	9%
1010301040000000000	驴	9%
1010301050000000000	骡	9%
1010301060000000000	羊	9%
1010301070000000000	骆驼	9%
1010301990000000000	其他活牲畜	9%
1010302010000000000	活鸡	9%
1010302020000000000	活鸭	9%
1010302030000000000	活鹅	9%
1010302990000000000	其他活家禽	9%
1010303010000000000	生奶	9%
1010303020100000000	鸡蛋	9%
1010303020200000000	鸭蛋	9%
1010303020300000000	鹅蛋	9%
1010303020400000000	鹌鹑蛋	9%
1010303029900000000	其他禽蛋	9%
1010303030100000000	天然蜂蜜	9%
1010303030200000000	蜂蜡	9%
1010303030300000000	鲜蜂王浆	9%
1010303039900000000	其他天然蜂蜜及副产品	9%
1010303040000000000	蚕茧	9%
1010303050000000000	动物毛类	13%、9%
1010303060000000000	生皮	9%
1010303070000000000	生毛皮	9%
1010303080000000000	制刷用兽毛	13%、9%
1010303090000000000	麝香	9%
1010303100000000000	鹿茸	9%
1010303110000000000	燕窝	13%、9%
1010303990000000000	其他畜禽产品	9%
1010304010000000000	野生动物	9%
1010304020000000000	野生鸟类	9%
1010304990000000000	其他野生动物	9%
1010399000000000000	其他饲养动物	9%
1010401000000000000	海水鱼	9%
1010402000000000000	海水虾	9%
1010403000000000000	海水蟹	9%
1010404000000000000	海水贝类	9%
1010405000000000000	海水藻类	9%
1010406000000000000	海水软体水生动物	9%
1010407000000000000	海水产品种苗	9%
1010499000000000000	其他海水产品	9%
1010501000000000000	淡水鱼	9%
1010502000000000000	淡水虾	9%
1010503000000000000	淡水蟹	9%
1010504000000000000	淡水贝类	9%
1010505000000000000	淡水藻类	9%
1010506000000000000	淡水鲜软体动物	9%
1010507000000000000	淡水产品种苗	9%
1010599000000000000	其他淡水产品	9%
1020101000000000000	原煤	13%
1020102000000000000	洗煤	13%
1020103000000000000	石煤	13%
1020199000000000000	其他煤炭采选产品（低热值燃料）	13%
1020201010000000000	天然原油	13%
1020201020000000000	沥青矿原油	13%
1020201030000000000	稳定轻烃	13%
1020202000000000000	天然气	9%
1020203000000000000	液化天然气	9%
1020204000000000000	煤层气	9%
1020205000000000000	天然气水合物	13%
1020206020000000000	油母页岩	13%
1020206030000000000	焦（重）油砂	13%
1020206040000000000	页岩气	9%
1020206050000000000	天然沥青	13%
1020206990000000000	其他油页岩	13%
1020301010000000000	铁原矿	13%
1020301020000000000	铁选矿	13%
1020301030000000000	人造富铁矿	13%
1020302010000000000	锰原矿	13%
1020302020000000000	锰选矿	13%
1020302030000000000	人造富锰矿	13%
1020303010000000000	铬原矿	13%
1020303020000000000	铬选矿	13%
1020303030000000000	人造富铬矿	13%
1020401010100000000	铜原矿	13%
1020401010200000000	铜精矿	13%
1020401020100000000	铅锌原矿	13%
1020401020200000000	铅精矿	13%
1020401020300000000	锌精矿	13%
1020401020400000000	铅锌精矿	13%
1020401030100000000	镍原矿	13%
1020401030200000000	镍精矿	13%
1020401040100000000	钴原矿	13%
1020401040200000000	钴精矿	13%
1020401050100000000	锡原矿	13%
1020401050200000000	锡精矿	13%
1020401060100000000	锑原矿	13%
1020401060200000000	锑精矿	13%
1020401070000000000	铝土矿	13%
1020401080100000000	镁原矿	13%
1020401080200000000	镁精矿	13%
1020401090000000000	汞矿石	13%
1020401100100000000	铋原矿	13%
1020401100200000000	铋精矿	13%
1020401110100000000	钛原矿	13%
1020401110200000000	钛精矿	13%
1020401120000000000	钠矿石	13%
1020401990000000000	其他常用有色金属矿石	13%
1020402010100000000	金原矿	13%
1020402010200000000	金精矿	13%
1020402020100000000	银原矿	13%
1020402020200000000	银精矿	13%
1020402990100000000	铂矿	13%
1020402990200000000	钯矿	13%
1020402990300000000	钌矿	13%
1020402990400000000	锇矿	13%
1020402990500000000	铱矿	13%
1020402990600000000	铑矿	13%
1020403010100000000	钨原矿	13%
1020403010200000000	钨精矿	13%
1020403020100000000	钼原矿	13%
1020403020200000000	钼精矿	13%
1020403030100000000	高钇混合稀土氧化物	13%
1020403030200000000	中钇富铕混合稀土氧化物	13%
1020403030300000000	低钇低铕混合稀土氧化物	13%
1020403030400000000	高钇混合碳酸稀土（折氧化物计量计价）	13%
1020403030500000000	中钇富铕混合碳酸稀土（折氧化物计量计价）	13%
1020403030600000000	低钇低铕混合碳酸稀土（折氧化物计量计价）	13%
1020403030700000000	高钇混合草酸稀土（折氧化物计量计价）	13%
1020403030800000000	中钇富铕混合草酸稀土（折氧化物计量计价）	13%
1020403030900000000	低钇低铕混合草酸稀土（折氧化物计量计价）	13%
1020403031000000000	磷钇矿精矿（折氧化物计量计价）	13%
1020403031100000000	独居石精矿（折氧化物计量计价）	13%
1020403031200000000	氟碳铈精矿（折氧化物计量计价）	13%
1020403031300000000	氟碳铈镧矿精矿（折氧化物计量计价）	13%
1020403031400000000	氟碳铈矿-独居石混合精矿（折氧化物计量计价）	13%
1020403031500000000	混合碳酸稀土（折氧化物计量计价）	13%
1020403031600000000	混合氯化稀土（折氧化物计量计价）	13%
1020403031700000000	钐钴废料（折氧化物计量计价）	13%
1020403031800000000	钕铁硼废料（折氧化物计量计价）	13%
1020403031900000000	稀土荧光材料废料（折氧化物计量计价）	13%
1020403032000000000	稀土储氢材料废料（折氧化物计量计价）	13%
1020403032100000000	稀土抛光粉废料（折氧化物计量计价）	13%
1020403032200000000	稀土催化剂废料（折氧化物计量计价）	13%
1020403032300000000	其他稀土废料（折氧化物计量计价）	13%
1020403032400000000	磁矿尾矿（折氧化物计量计价）	13%
1020403032500000000	强磁尾矿（折氧化物计量计价）	13%
1020403032600000000	强磁中矿（折氧化物计量计价）	13%
1020403040000000000	磷钇矿石	13%
1020404010000000000	铀矿石	13%
1020404020000000000	钍矿石	13%
1020499010100000000	锂原矿	13%
1020499010200000000	锂精矿	13%
1020499020000000000	铍矿	13%
1020499030000000000	铯矿	13%
1020499040000000000	钽矿	13%
1020499050000000000	铌矿	13%
1020499060000000000	钽铌矿	13%
1020499070100000000	钒原矿	13%
1020499070200000000	钒精矿	13%
1020499080000000000	锆矿	13%
1020499090000000000	铷矿	13%
1020499100000000000	锗矿	13%
1020499110000000000	镓矿	13%
1020499120000000000	铟矿	13%
1020499130000000000	铊矿	13%
1020499140000000000	铪矿	13%
1020499150000000000	铼矿	13%
1020499160000000000	镉矿	13%
1020499170000000000	硒矿	13%
1020499180000000000	碲矿	13%
1020499990000000000	其他未列明有色金属矿石	13%
1020501010100000000	石灰岩原矿	13%
1020501010200000000	石灰岩选矿	13%
1020501020000000000	石膏	13%
1020502010100000000	天然大理石荒料	13%
1020502010200000000	大理岩选矿	13%
1020502020100000000	天然花岗石荒料	13%
1020502020200000000	花岗岩选矿	13%
1020502030000000000	石英岩	13%
1020502040000000000	砂岩	13%
1020502050000000000	板岩	13%
1020502060000000000	蜡石	13%
1020502070000000000	辉绿岩	13%
1020502080000000000	安山岩	13%
1020502090000000000	闪长岩	13%
1020502100000000000	玄武岩	13%
1020502110000000000	片麻岩	13%
1020502120000000000	角闪岩	13%
1020502130000000000	浮石	13%
1020502140000000000	凝灰岩	13%
1020502150000000000	黑曜岩	13%
1020502160000000000	霞石正长岩	13%
1020502170000000000	麦饭石	13%
1020502180000000000	泥灰岩	13%
1020502190000000000	天然油石	13%
1020502200000000000	橄榄岩	13%
1020502210000000000	松脂岩	13%
1020502220000000000	粗面岩	13%
1020502230000000000	辉长岩	13%
1020502240000000000	辉石岩	13%
1020502250000000000	正长岩	13%
1020502260000000000	火山灰	13%
1020502270000000000	火山渣	13%
1020502280000000000	泥炭	13%
1020502290000000000	页岩	13%
1020502990000000000	其他建筑用天然石料	13%
1020503010000000000	耐火粘土	13%
1020503020000000000	耐火粘土熟料	13%
1020503030000000000	铁矾土	13%
1020503040000000000	白云岩	13%
1020503050000000000	煅烧白云石	13%
1020503060000000000	红柱石	13%
1020503070000000000	蓝晶石	13%
1020503080000000000	夕线石	13%
1020503990000000000	其他耐火土石类	13%
1020504010101000000	高岭土原矿	13%
1020504010102000000	高岭土选矿	13%
1020504010103000000	其他高岭土产品	13%
1020504010201000000	膨润土原矿	13%
1020504010202000000	膨润土选矿	13%
1020504010203000000	其他膨润土产品	13%
1020504010300000000	凹凸棒石粘土	13%
1020504010400000000	海泡石粘土	13%
1020504010500000000	伊利石粘土	13%
1020504010600000000	累托石粘土	13%
1020504019900000000	其他粘土	13%
1020504020000000000	煅烧高岭土	13%
1020504030000000000	硅藻土	13%
1020504040100000000	天然砂	13%
1020504040200000000	机制砂	13%
1020504040300000000	建设用卵石、碎石	13%
1020504040400000000	石粉	13%
1020504040500000000	建筑用土	13%
1020504050000000000	其他砂石骨料	13%
1020504060000000000	干化污泥	13%
1020504070000000000	以自己采掘的砂、土、石料或其他矿物连续生产的砖、瓦、石灰（不含粘土实心砖、瓦）	13%
1020505010100000000	硫铁矿原矿	13%
1020505010200000000	硫铁矿精矿	13%
1020505020100000000	磷原矿	13%
1020505020200000000	磷精矿	13%
1020505030100000000	含钾岩石	13%
1020505030200000000	含钾砂页岩	13%
1020505040000000000	硼矿石	13%
1020505050000000000	自然硫	13%
1020505060100000000	萤石原矿	13%
1020505060200000000	萤石精矿	13%
1020505070100000000	重晶石原矿	13%
1020505070200000000	重晶石精矿	13%
1020505080100000000	毒重石原矿	13%
1020505080200000000	毒重石精矿	13%
1020505090000000000	冰晶石	13%
1020505100000000000	冰洲石	13%
1020505110000000000	硫镁矾矿石	13%
1020505120000000000	蛇纹岩	13%
1020505130100000000	锶原矿	13%
1020505130200000000	锶精矿	13%
1020505140000000000	天然碱	13%
1020505150000000000	芒硝	13%
1020505160000000000	钠硝石	13%
1020505170000000000	明矾石	13%
1020505180000000000	砷矿石	13%
1020505990000000000	其他化学矿石	13%
1020506010000000000	海盐	13%
1020506020000000000	湖盐	13%
1020506030000000000	井矿盐	13%
1020506040000000000	钾盐	13%
1020506050000000000	镁盐	13%
1020506060000000000	锂盐	13%
1020506070000000000	天然卤水	13%
1020507000000000000	石棉	13%
1020508000000000000	云母	13%
1020509000000000000	石墨	13%
1020510000000000000	滑石	13%
1020511010101000000	宝石级金刚石	13%
1020511010102000000	黄玉	13%
1020511010103000000	碧玺	13%
1020511010199000000	其他天然宝石矿石	13%
1020511010200000000	有机宝石	13%
1020511020100000000	玛瑙	13%
1020511020200000000	彩石类矿石	13%
1020511029900000000	其他玉石	13%
1020599010000000000	天然石英砂	13%
1020599020000000000	脉石英	13%
1020599030000000000	粉石英	13%
1020599040000000000	水晶	13%
1020599050000000000	工业用金刚石	13%
1020599060000000000	长石	13%
1020599070000000000	刚玉	13%
1020599080000000000	菱镁矿	13%
1020599090000000000	颜料矿物	13%
1020599100000000000	陶瓷土	13%
1020599110000000000	叶腊石	13%
1020599120000000000	硅灰石	13%
1020599130000000000	透辉石	13%
1020599140000000000	珍珠岩	13%
1020599150000000000	沸石	13%
1020599160000000000	方解石	13%
1020599170000000000	蛭石	13%
1020599180000000000	透闪石	13%
1020599190000000000	工业用电气石	13%
1020599200000000000	白垩	13%
1020599210000000000	石榴子石	13%
1020599220000000000	蓝石棉	13%
1020601010000000000	二氧化碳气	13%
1020601020000000000	硫化氢气	13%
1020601030000000000	氦气	13%
1020601040000000000	氡气	13%
1020601050000000000	矿泉水（矿类）	13%
1020602000000000000	地热	13%
1030101010000000000	小麦粉	9%
1030101020000000000	大米粉	9%
1030101990000000000	其他谷物细粉	9%
1030102010100000000	大米	9%
1030102010200000000	小米	9%
1030102010300000000	糯米	9%
1030102010400000000	高粱米	9%
1030102010500000000	脱壳燕麦	9%
1030102010600000000	脱壳青稞	9%
1030102010700000000	珠粒大麦	9%
1030102019900000000	其他碾磨、脱壳谷物	9%
1030102020000000000	粗磨谷物	9%
1030102030000000000	谷物加工制品	13%、9%
1030103010000000000	薯类及类似植物加工品	13%、9%
1030103020000000000	干豆粉	9%
1030103030000000000	水果、坚果粉	13%
1030103990000000000	其他植物加工品	13%、9%
1030104010000000000	饲料	9%
1030104020000000000	饲料添加剂	13%、9%
1030104030000000000	动物源性饲料	13%、9%
1030104040000000000	饲料用植物根粉	13%、9%
1030104050000000000	饲料用水产品渣粉	13%、9%
1030104060000000000	豆粕	9%
1030105010100000000	大豆油	9%
1030105010200000000	棕榈油	9%
1030105010300000000	菜籽油	9%
1030105010400000000	其他食用植物油	9%
1030105010500000000	食用植物油脂	13%
1030105020100000000	茴油、毛椰子油	9%
1030105029900000000	其他非食用植物油	13%
1030105030000000000	植物油分离制品	13%
1030105040000000000	植物油脂加工产品	13%、9%
1030106010000000000	原糖	13%
1030106020000000000	成品糖	13%
1030106030000000000	加工糖	13%
1030106040000000000	制糖副产品	13%
1030107010100000000	猪、牛、羊、鸡、鸭、鹅鲜、冷、冻肉	9%
1030107019900000000	其他鲜、冷、冻肉	9%
1030107020000000000	动物肠衣	9%
1030107030000000000	可食用动物杂碎	9%
1030107040000000000	动物油脂及加工制品	13%
1030107050000000000	动物精及汁	13%
1030108010000000000	蒸煮香肠制品	13%
1030108020000000000	熏肉制品	13%、9%
1030108030000000000	酱卤烧烤肉制品	13%
1030108040000000000	腌腊肉制品	13%、9%
1030108050000000000	干炸肉制品	13%
1030108990000000000	其他熟肉制品	13%
1030109010000000000	冷冻水产品	9%
1030109020000000000	干制水产品	13%、9%
1030109030000000000	腌渍水产品	13%、9%
1030109040000000000	熏制水产品	13%、9%
1030109050000000000	鱼糜（熟肉）制品	13%、9%
1030109060000000000	甲壳水产品加工品	13%、9%
1030109070000000000	水产品精、汁制品	13%
1030109080000000000	水产品油脂制品	13%
1030109990000000000	其他水产加工品	13%
1030110010000000000	冷冻蔬菜	9%
1030110020000000000	暂时保藏蔬菜（原料）	9%
1030110030000000000	干制蔬菜（脱水蔬菜）	13%、9%
1030110040000000000	腌渍菜	9%
1030111010000000000	冷冻水果及坚果	13%、9%
1030111020000000000	水果酱	13%
1030111030000000000	坚果酱	13%
1030111040000000000	果泥	13%
1030111050000000000	果膏及类似制品	13%
1030111060000000000	果核及核仁	9%
1030111070000000000	焙、炒加工坚果及果仁	13%
1030111080000000000	蒸煮加工坚果及果仁	13%
1030111090000000000	暂时保藏水果及坚果（原料）	9%
1030111990000000000	其他水果、坚果加工品	13%、9%
1030112010100000000	小麦淀粉	13%
1030112010200000000	玉米淀粉	13%
1030112010300000000	马铃薯淀粉	13%
1030112019900000000	其他淀粉	13%
1030112020000000000	菊粉	13%
1030112030000000000	淀粉制品	13%
1030112040000000000	淀粉糖	13%
1030112050000000000	面筋	13%
1030112060000000000	糊精及改性淀粉	13%
1030112990000000000	其他淀粉及淀粉制品	13%
1030113010000000000	水豆腐	13%
1030113020000000000	豆制品	13%
1030113030000000000	豆浆及豆浆粉	13%、9%
1030114010000000000	鸡鸭鹅蛋品	9%
1030114020000000000	其他蛋品	9%
1030114030000000000	再制蛋	9%
1030114040000000000	卵清蛋白	13%
1030115000000000000	植物蛋白	13%
1030116000000000000	微生物蛋白	13%
1030199000000000000	其他农副食品	13%
1030201010000000000	糕点	13%
1030201020000000000	面包	13%
1030201030000000000	饼干	13%
1030201040000000000	膨化食品	13%
1030201050000000000	焙烤松脆食品	13%
1030201990000000000	其他焙烤食品	13%
1030202010000000000	糖果	13%
1030202020000000000	巧克力	13%
1030202030000000000	巧克力制品	13%
1030202040000000000	代可可脂巧克力	13%
1030202050000000000	代可可脂巧克力制品	13%
1030202060000000000	蜜饯	13%
1030202070100000000	果冻	13%
1030202070200000000	果冻罐头	13%
1030203010000000000	米、面制半成品	13%、9%
1030203020000000000	速冻食品	13%、9%
1030203030000000000	即食方便食品	13%
1030204010000000000	液体乳	13%、9%
1030204020000000000	固体及半固体乳制品	13%
1030205010000000000	畜肉类罐头	13%
1030205020000000000	禽肉类罐头	13%
1030205030000000000	水产动物类罐头	13%
1030205040000000000	蔬菜类罐头	13%
1030205050000000000	水果类罐头	13%
1030205060000000000	果酱类罐头	13%
1030205070000000000	干果和坚果类罐头	13%
1030205080000000000	谷物制品类罐头	13%
1030205090000000000	豆类制品罐头	13%
1030205100000000000	汤类罐头	13%
1030205110000000000	调味类罐头	13%
1030205120000000000	混合类罐头	13%
1030205130000000000	婴幼儿辅助食品类罐头	13%
1030205990000000000	其他罐头	13%
1030206010000000000	味精（谷氨酸钠）	13%
1030206020000000000	酱油及酱类制品	13%
1030206030000000000	醋及醋代用品	13%
1030206040000000000	复合调味品	13%
1030207010000000000	酵母	13%
1030207020000000000	食品用氨基酸	13%
1030207030000000000	柠檬酸及其盐和酸酯	13%
1030207040000000000	食品用发酵有机酸	13%
1030207050000000000	食品用酶制剂	13%
1030208010000000000	婴幼儿用均化食品	13%
1030208020000000000	营养配餐食品	13%
1030208030000000000	蜂蜜营养制品	13%
1030208990000000000	其他营养、保健食品	13%
1030209010000000000	冰淇淋	13%
1030209020000000000	雪糕类	13%
1030209030000000000	冰棍	13%
1030209040000000000	甜味冰	13%
1030209050000000000	雪泥	13%
1030209060000000000	食用冰	13%
1030209990000000000	其他冷冻饮品	13%
1030210010000000000	食用盐	9%
1030210020000000000	非食用盐	13%
1030211010000000000	木糖	13%
1030211990000000000	其他食品添加剂	13%
1030212010000000000	食品用原料粉	13%
1030212020000000000	饮料用原料	13%
1030212030000000000	植物液汁及浸膏	13%
1030212040000000000	糯米纸	13%
1030212990000000000	其他食品用类似原料	13%
1030299000000000000	其他食品	13%
1030301010000000000	木质水解酒精	13%
1030301990000000000	其他酒精	13%
1030302000000000000	白酒	13%
1030303010000000000	每吨不超过3000元的啤酒	13%
1030303020000000000	每吨3000元（含）以上的啤酒	13%
1030304000000000000	黄酒	13%
1030305000000000000	葡萄酒	13%
1030306000000000000	其他酒	13%
1030307010000000000	碳酸型饮料（汽水）	13%
1030307020000000000	果汁和蔬菜汁类饮料	13%
1030307030000000000	蛋白饮料	13%
1030307040000000000	包装饮用水	13%
1030307050000000000	茶饮料	13%
1030307060000000000	咖啡饮料	13%
1030307070000000000	固体饮料	13%
1030307990000000000	其他软饮料	13%
1030308010000000000	精制茶	13%
1030308020000000000	茶制品	13%
1030308030000000000	边销茶	13%
1030309010000000000	酒及酒精专用原辅料	13%
1030309020000000000	饮料专用原辅料	13%
1030401010000000000	片烟	13%
1030401020000000000	烟梗	13%
1030402010000000000	甲类卷烟	13%
1030402020000000000	乙类卷烟	13%
1030402030000000000	烟草代用品制的卷烟	13%
1030402040101010101	恒大（烟魁1919）	13%
1030402040101010102	恒大（记忆1949）	13%
1030402040101010103	凤凰（细支）	13%
1030402040101010104	大前门（短支）	13%
1030402040101010105	双喜（百年红）	13%
1030402040101010106	熊猫（硬经典）	13%
1030402040101010107	牡丹（金细支）	13%
1030402040101010108	红双喜-硬江山珍品	13%
1030402040101010109	中华（金中支）	13%
1030402040101010110	中华（硬12支）	13%
1030402040101010111	中华（硬5支）	13%
1030402040101010112	中华（双中支）	13%
1030402040101010113	恒大（烟魁1949中支）	13%
1030402040101010114	牡丹（青柠细支）	13%
1030402040101010115	中华（软鸡年生肖版）	13%
1030402040101010116	中华（听50支）	13%
1030402040101010117	熊猫（听50支）	13%
1030402040101010118	凤凰（咖啡细支）	13%
1030402040101010119	中华（金短支）	13%
1030402040101010120	好猫（细支长乐）	13%
1030402040101010121	红双喜（硬晶派）	13%
1030402040101010122	江山（硬一统）	13%
1030402040101010123	红双喜（硬星派）	13%
1030402040101010124	红双喜（硬尚派）	13%
1030402040101010125	红双喜（硬津门恒大）	13%
1030402040101010126	恒大（全开式烟魁）	13%
1030402040101010127	红双喜（硬江山珍品）	13%
1030402040101010128	牡丹（软蓝）	13%
1030402040101010129	中华（大中华）	13%
1030402040101010130	红双喜（硬晶喜）	13%
1030402040101010131	恒大（记忆1949中支）	13%
1030402040101010132	红双喜（硬荷派）	13%
1030402040101010133	红双喜（硬铂派）	13%
1030402040101010134	中华（硬）	13%
1030402040101010135	中华（软）	13%
1030402040101010136	中华（硬10mg）	13%
1030402040101010137	牡丹（软）	13%
1030402040101010138	中华（硬10mg12支）	13%
1030402040101010139	中华（硬10mg5支）	13%
1030402040101010140	红双喜（硬精品）	13%
1030402040101010141	中华（全开式）	13%
1030402040101010142	熊猫（硬时代版）	13%
1030402040101010143	牡丹（金短支）	13%
1030402040101010144	中华（5000）	13%
1030402040101010145	中华（金细支）	13%
1030402040101010146	牡丹（飞马）	13%
1030402040101010147	牡丹（蓝中支）	13%
1030402040101010148	中华（细支）	13%
1030402040101010149	好猫（炫蓝）	13%
1030402040101010150	好猫（吉祥）	13%
1030402040101010151	好猫（天赋）	13%
1030402040101010152	好猫（长乐）	13%
1030402040101010153	延安（1935）	13%
1030402040101010154	延安（千年帝都）	13%
1030402040101010155	好猫（细支天赋）	13%
1030402040101010156	好猫（招财猫1600）	13%
1030402040101010157	好猫（细支招财猫）	13%
1030402040101010158	延安（五星）	13%
1030402040101010159	延安（红韵）	13%
1030402040101010160	延安（细支1935）	13%
1030402040101010161	延安（青春岁月）	13%
1030402040101010162	延安（细支圣地河谷）	13%
1030402040101010163	延安（金）	13%
1030402040101010164	好猫（金丝猴）	13%
1030402040101010165	延安（公主）	13%
1030402040101010166	延安（中支1935）	13%
1030402040101010167	好猫（中支金丝猴）	13%
1030402040101010168	延安（细支千年帝都）	13%
1030402040101010169	红河（软99）	13%
1030402040101010170	红塔山（硬恭贺新禧）	13%
1030402040101010171	红河（硬99）	13%
1030402040101010172	红塔山-硬恭贺新禧	13%
1030402040101010173	红塔山（细支传奇）	13%
1030402040101010174	红塔山（硬传奇）	13%
1030402040101010175	云烟（硬云龙）	13%
1030402040101010176	云烟（细支云龙）	13%
1030402040101010177	红河（A7）	13%
1030402040101010178	雪莲（尚禧）	13%
1030402040101010179	呼伦贝尔（草原情）	13%
1030402040101010180	红塔山（硬经典二代）	13%
1030402040101010181	雪莲（3000）	13%
1030402040101010182	玉溪（软阿诗玛）	13%
1030402040101010183	玉溪（初心）	13%
1030402040101010184	玉溪（软初心）	13%
1030402040101010185	玉溪（创客）	13%
1030402040101010186	云烟（84mm细支雪域）	13%
1030402040101010187	云烟（呼伦贝尔碧草云天）	13%
1030402040101010188	云烟（74mm大团结）	13%
1030402040101010189	云烟（绿呼伦贝尔）	13%
1030402040101010190	呼伦贝尔（天堂草原）	13%
1030402040101010191	雪莲（软蓝）	13%
1030402040101010192	云烟（小熊猫）	13%
1030402040101010193	云烟-小熊猫	13%
1030402040101010194	玉溪（硬）	13%
1030402040101010195	玉溪（软）	13%
1030402040101010196	玉溪（高配版）	13%
1030402040101010197	云烟（软珍品红韵）	13%
1030402040101010198	云烟（84mm细支祥瑞）	13%
1030402040101010199	云烟（苁蓉和悦）	13%
1030402040101010200	云烟（软珍品）	13%
1030402040101010201	云烟（小熊猫家园）	13%
1030402040101010202	玉溪（细支清香世家）	13%
